record_ID,units_sold
222448,20.0
222449,39.0
222450,29.0
222454,83.0
222455,70.0
222456,44.0
222457,24.0
222458,18.0
222459,36.0
222460,44.0
222461,22.0
222464,26.0
222465,14.0
222466,10.0
222467,16.0
222468,17.0
222469,28.0
222470,26.0
222471,28.0
222475,32.0
222476,57.0
222479,19.0
222480,7.0
222482,176.0
222483,84.0
222484,47.0
222487,72.0
222488,86.0
222489,121.0
222492,22.0
222493,108.0
222494,132.0
222495,99.0
222496,25.0
222497,10.0
222498,77.0
222499,54.0
222500,26.0
222502,23.0
222503,42.0
222504,17.0
222507,78.0
222508,88.0
222509,25.0
222510,12.0
222512,26.0
222513,65.0
222514,46.0
222515,17.0
222516,21.0
222517,15.0
222518,91.0
222519,56.0
222520,45.0
222521,23.0
222522,18.0
222523,50.0
222524,47.0
222525,30.0
222526,8.0
222527,13.0
222528,14.0
222530,7.0
222531,16.0
222532,39.0
222533,33.0
222534,26.0
222537,39.0
222538,36.0
222539,11.0
222540,13.0
222542,81.0
222543,40.0
222544,50.0
222545,13.0
222546,11.0
222548,34.0
222549,58.0
222550,34.0
222552,19.0
222553,20.0
222555,5.0
222556,7.0
222557,14.0
222558,258.0
222559,222.0
222560,67.0
222561,25.0
222563,74.0
222564,104.0
222565,206.0
222569,217.0
222570,162.0
222571,154.0
222572,35.0
222573,20.0
222575,108.0
222576,83.0
222577,45.0
222578,17.0
222579,36.0
222580,66.0
222581,8.0
222582,42.0
222584,27.0
222585,91.0
222586,97.0
222588,43.0
222589,52.0
222590,85.0
222593,19.0
222594,73.0
222595,69.0
222596,57.0
222597,11.0
222598,7.0
222599,53.0
222600,29.0
222603,17.0
222604,29.0
222608,178.0
222609,94.0
222610,60.0
222611,19.0
222613,79.0
222614,94.0
222615,125.0
222617,139.0
222618,145.0
222619,121.0
222620,27.0
222621,11.0
222623,86.0
222624,67.0
222626,18.0
222627,29.0
222628,46.0
222630,29.0
222633,42.0
222637,20.0
222638,31.0
222639,38.0
222640,12.0
222641,14.0
222642,14.0
222643,63.0
222644,41.0
222645,39.0
222646,18.0
222647,11.0
222649,40.0
222650,46.0
222651,27.0
222652,13.0
222653,16.0
222654,19.0
222655,35.0
222656,27.0
222658,11.0
222659,24.0
222660,29.0
222661,9.0
222664,101.0
222665,31.0
222666,29.0
222667,14.0
222670,38.0
222671,21.0
222674,13.0
222677,41.0
222678,24.0
222681,23.0
222682,56.0
222683,52.0
222684,10.0
222687,118.0
222688,88.0
222689,83.0
222690,31.0
222691,32.0
222693,48.0
222694,67.0
222695,32.0
222696,11.0
222697,15.0
222698,19.0
222700,18.0
222701,24.0
222702,34.0
222705,18.0
222706,38.0
222707,23.0
222709,14.0
222710,46.0
222711,33.0
222712,15.0
222713,16.0
222714,26.0
222717,12.0
222722,11.0
222723,18.0
222724,28.0
222725,18.0
222726,8.0
222728,37.0
222729,19.0
222730,17.0
222733,15.0
222734,13.0
222737,6.0
222738,116.0
222739,74.0
222740,33.0
222742,40.0
222743,59.0
222744,91.0
222747,79.0
222748,97.0
222749,63.0
222750,10.0
222752,76.0
222753,47.0
222754,13.0
222755,24.0
222756,24.0
222757,52.0
222758,9.0
222760,68.0
222761,71.0
222762,12.0
222764,36.0
222765,40.0
222766,34.0
222770,35.0
222771,67.0
222772,43.0
222773,34.0
222774,51.0
222775,21.0
222776,13.0
222778,28.0
222779,35.0
222780,27.0
222783,20.0
222784,25.0
222788,82.0
222789,60.0
222790,60.0
222791,18.0
222792,16.0
222793,32.0
222794,44.0
222795,25.0
222797,9.0
222798,13.0
222801,58.0
222802,62.0
222803,25.0
222805,27.0
222806,54.0
222807,49.0
222808,16.0
222809,22.0
222810,22.0
222811,108.0
222812,58.0
222813,68.0
222814,28.0
222815,24.0
222817,56.0
222818,55.0
222819,37.0
222820,14.0
222821,12.0
222822,26.0
222823,6.0
222825,17.0
222826,16.0
222830,17.0
222831,23.0
222835,37.0
222836,25.0
222837,20.0
222840,22.0
222841,12.0
222844,12.0
222845,159.0
222846,106.0
222847,68.0
222849,47.0
222850,51.0
222851,92.0
222855,97.0
222856,93.0
222857,89.0
222858,22.0
222859,17.0
222860,81.0
222861,45.0
222862,22.0
222863,10.0
222864,15.0
222865,46.0
222867,18.0
222872,133.0
222873,98.0
222874,34.0
222877,66.0
222878,69.0
222879,116.0
222880,17.0
222883,86.0
222884,112.0
222885,72.0
222888,60.0
222889,32.0
222890,12.0
222892,19.0
222893,37.0
222894,38.0
222896,76.0
222897,65.0
222898,30.0
222900,22.0
222901,44.0
222902,60.0
222903,16.0
222904,16.0
222905,17.0
222906,93.0
222907,61.0
222908,55.0
222909,33.0
222910,27.0
222911,44.0
222912,58.0
222913,30.0
222914,12.0
222915,27.0
222916,28.0
222917,7.0
222918,11.0
222920,17.0
222921,31.0
222922,21.0
222924,11.0
222925,29.0
222926,33.0
222927,13.0
222929,13.0
222930,53.0
222931,44.0
222932,23.0
222933,26.0
222934,33.0
222935,20.0
222937,16.0
222938,15.0
222939,5.0
222947,28.0
222951,82.0
222952,46.0
222953,23.0
222955,29.0
222956,40.0
222957,75.0
222959,58.0
222960,53.0
222961,47.0
222962,15.0
222964,39.0
222965,29.0
222966,12.0
222969,24.0
222971,8.0
222972,57.0
222973,36.0
222974,10.0
222975,27.0
222976,33.0
222977,8.0
222978,69.0
222979,47.0
222980,44.0
222981,20.0
222982,17.0
222983,39.0
222984,35.0
222985,24.0
222986,10.0
222987,12.0
222988,19.0
222991,14.0
222992,40.0
222993,193.0
222994,163.0
222995,97.0
222998,62.0
222999,76.0
223000,109.0
223003,23.0
223004,132.0
223005,134.0
223006,102.0
223007,28.0
223011,67.0
223012,58.0
223013,89.0
223015,17.0
223016,46.0
223018,19.0
223019,21.0
223021,11.0
223023,14.0
223024,27.0
223026,8.0
223028,61.0
223029,52.0
223030,22.0
223031,20.0
223032,74.0
223033,32.0
223039,85.0
223040,70.0
223041,44.0
223043,53.0
223044,54.0
223045,83.0
223049,52.0
223050,71.0
223051,48.0
223054,40.0
223055,38.0
223057,13.0
223059,36.0
223060,9.0
223062,127.0
223063,83.0
223064,33.0
223065,38.0
223066,45.0
223067,83.0
223069,77.0
223070,75.0
223071,69.0
223072,29.0
223073,17.0
223074,67.0
223075,39.0
223076,20.0
223078,16.0
223079,44.0
223080,6.0
223081,19.0
223084,16.0
223089,35.0
223092,10.0
223093,44.0
223094,23.0
223097,11.0
223099,41.0
223100,20.0
223102,17.0
223103,28.0
223104,74.0
223105,43.0
223106,14.0
223107,12.0
223109,127.0
223110,66.0
223111,80.0
223112,27.0
223113,21.0
223116,50.0
223117,43.0
223118,24.0
223120,19.0
223121,22.0
223125,22.0
223127,11.0
223128,19.0
223129,46.0
223130,34.0
223132,21.0
223133,16.0
223134,40.0
223135,45.0
223136,27.0
223138,10.0
223139,33.0
223140,30.0
223141,14.0
223144,179.0
223145,119.0
223146,27.0
223149,57.0
223150,65.0
223151,109.0
223154,22.0
223155,103.0
223156,98.0
223157,95.0
223158,12.0
223159,6.0
223160,70.0
223161,40.0
223162,18.0
223164,30.0
223165,41.0
223167,7.0
223170,125.0
223171,28.0
223172,6.0
223175,14.0
223176,41.0
223177,28.0
223178,10.0
223179,10.0
223180,9.0
223181,68.0
223182,44.0
223183,37.0
223184,11.0
223185,10.0
223187,48.0
223188,30.0
223189,10.0
223190,12.0
223191,18.0
223193,72.0
223194,61.0
223195,16.0
223196,18.0
223197,32.0
223198,44.0
223199,18.0
223200,16.0
223201,23.0
223202,73.0
223203,32.0
223204,41.0
223205,15.0
223206,18.0
223207,37.0
223208,51.0
223209,29.0
223211,13.0
223212,18.0
223214,11.0
223215,35.0
223216,34.0
223218,24.0
223219,60.0
223220,33.0
223223,50.0
223224,40.0
223225,38.0
223228,24.0
223229,24.0
223232,6.0
223233,9.0
223234,12.0
223235,21.0
223236,65.0
223237,52.0
223238,18.0
223239,24.0
223240,39.0
223241,34.0
223242,9.0
223243,8.0
223244,8.0
223245,53.0
223246,36.0
223247,37.0
223249,14.0
223250,35.0
223251,33.0
223252,16.0
223255,11.0
223256,9.0
223258,17.0
223259,65.0
223260,49.0
223261,29.0
223263,25.0
223264,31.0
223265,57.0
223268,24.0
223269,39.0
223270,51.0
223271,38.0
223272,36.0
223273,12.0
223278,65.0
223279,41.0
223280,26.0
223281,42.0
223282,54.0
223285,36.0
223286,69.0
223287,45.0
223290,28.0
223291,12.0
223295,11.0
223296,73.0
223297,44.0
223298,15.0
223300,29.0
223301,43.0
223302,60.0
223303,65.0
223304,54.0
223305,68.0
223308,32.0
223309,54.0
223310,15.0
223312,15.0
223313,21.0
223314,4.0
223315,19.0
223318,21.0
223319,14.0
223320,16.0
223321,26.0
223326,43.0
223327,36.0
223329,20.0
223330,44.0
223331,21.0
223334,40.0
223335,33.0
223336,7.0
223338,19.0
223340,69.0
223341,35.0
223342,34.0
223343,16.0
223344,13.0
223345,26.0
223346,27.0
223347,13.0
223350,11.0
223352,13.0
223354,42.0
223355,40.0
223356,19.0
223357,11.0
223359,22.0
223360,30.0
223361,37.0
223362,8.0
223364,11.0
223365,70.0
223366,36.0
223367,37.0
223369,8.0
223370,30.0
223371,47.0
223372,26.0
223374,12.0
223375,15.0
223378,18.0
223383,39.0
223384,20.0
223385,14.0
223386,22.0
223387,16.0
223388,48.0
223389,36.0
223390,26.0
223391,20.0
223392,22.0
223396,7.0
223397,27.0
223398,17.0
223399,10.0
223400,9.0
223401,29.0
223402,19.0
223403,8.0
223404,11.0
223405,67.0
223406,32.0
223407,29.0
223408,14.0
223411,46.0
223412,33.0
223415,18.0
223417,65.0
223418,54.0
223421,25.0
223422,32.0
223423,35.0
223424,9.0
223425,11.0
223426,11.0
223427,65.0
223428,54.0
223429,45.0
223430,23.0
223431,19.0
223432,52.0
223433,30.0
223434,24.0
223436,6.0
223437,13.0
223438,12.0
223439,141.0
223440,114.0
223441,39.0
223443,56.0
223444,72.0
223445,98.0
223448,27.0
223449,77.0
223450,99.0
223451,69.0
223454,63.0
223455,41.0
223459,43.0
223463,36.0
223464,29.0
223465,9.0
223467,17.0
223468,35.0
223469,27.0
223472,51.0
223473,36.0
223474,39.0
223475,24.0
223476,21.0
223477,40.0
223478,27.0
223482,10.0
223484,20.0
223485,18.0
223487,13.0
223488,31.0
223489,65.0
223490,32.0
223493,77.0
223494,58.0
223495,28.0
223497,24.0
223498,71.0
223499,31.0
223502,16.0
223505,55.0
223506,47.0
223507,20.0
223509,32.0
223510,60.0
223511,50.0
223512,23.0
223513,20.0
223514,19.0
223515,69.0
223516,75.0
223517,46.0
223518,19.0
223520,42.0
223521,25.0
223522,16.0
223523,12.0
223524,18.0
223525,17.0
223527,58.0
223528,44.0
223531,24.0
223532,31.0
223533,48.0
223535,44.0
223536,61.0
223537,40.0
223540,35.0
223543,19.0
223546,96.0
223547,74.0
223548,36.0
223550,42.0
223551,50.0
223552,61.0
223556,47.0
223557,85.0
223558,58.0
223559,58.0
223560,44.0
223561,18.0
223564,27.0
223566,191.0
223567,107.0
223568,63.0
223571,56.0
223572,61.0
223573,112.0
223575,100.0
223576,128.0
223577,82.0
223578,44.0
223579,24.0
223581,74.0
223582,55.0
223583,33.0
223584,15.0
223585,19.0
223586,56.0
223587,5.0
223588,20.0
223591,229.0
223592,156.0
223593,64.0
223594,17.0
223596,65.0
223597,74.0
223598,122.0
223602,93.0
223603,124.0
223604,89.0
223605,17.0
223606,11.0
223608,79.0
223609,51.0
223610,25.0
223611,13.0
223612,29.0
223613,43.0
223615,12.0
223619,18.0
223620,18.0
223621,9.0
223622,13.0
223623,12.0
223624,36.0
223625,27.0
223628,72.0
223629,38.0
223630,23.0
223631,6.0
223632,24.0
223634,32.0
223637,14.0
223639,22.0
223640,27.0
223642,16.0
223643,23.0
223644,22.0
223647,53.0
223648,37.0
223649,16.0
223652,21.0
223653,44.0
223654,28.0
223656,7.0
223657,12.0
223658,10.0
223661,12.0
223663,19.0
223665,21.0
223667,19.0
223671,122.0
223672,81.0
223673,42.0
223674,39.0
223675,49.0
223676,69.0
223680,96.0
223681,77.0
223682,54.0
223683,20.0
223684,9.0
223685,48.0
223686,43.0
223688,13.0
223689,17.0
223690,34.0
223693,73.0
223694,26.0
223697,30.0
223698,36.0
223701,46.0
223702,53.0
223703,51.0
223706,28.0
223707,17.0
223708,9.0
223711,22.0
223714,158.0
223715,82.0
223716,33.0
223718,32.0
223719,59.0
223720,87.0
223723,80.0
223724,97.0
223725,65.0
223726,20.0
223728,39.0
223729,35.0
223730,17.0
223732,16.0
223733,38.0
223735,18.0
223736,20.0
223741,26.0
223742,18.0
223745,9.0
223746,83.0
223747,32.0
223748,23.0
223749,8.0
223751,16.0
223753,29.0
223755,11.0
223758,33.0
223759,36.0
223762,17.0
223763,19.0
223765,63.0
223766,40.0
223767,41.0
223768,20.0
223769,17.0
223770,45.0
223771,39.0
223772,24.0
223774,6.0
223775,12.0
223777,10.0
223778,19.0
223779,18.0
223783,22.0
223784,48.0
223785,24.0
223786,11.0
223787,14.0
223788,10.0
223789,44.0
223790,68.0
223791,30.0
223794,29.0
223795,27.0
223796,14.0
223799,155.0
223800,75.0
223801,48.0
223802,35.0
223803,21.0
223804,63.0
223805,98.0
223806,132.0
223808,11.0
223809,16.0
223810,161.0
223811,154.0
223812,127.0
223813,30.0
223814,16.0
223817,82.0
223818,73.0
223819,25.0
223821,37.0
223822,56.0
223823,5.0
223824,23.0
223825,49.0
223827,60.0
223828,41.0
223829,17.0
223831,44.0
223832,43.0
223833,51.0
223834,21.0
223837,42.0
223838,59.0
223839,48.0
223840,59.0
223841,32.0
223842,16.0
223844,38.0
223845,28.0
223846,82.0
223847,66.0
223848,29.0
223849,42.0
223850,45.0
223851,59.0
223855,45.0
223856,94.0
223857,50.0
223858,66.0
223859,46.0
223863,27.0
223864,4.0
223866,187.0
223867,115.0
223868,73.0
223871,83.0
223872,97.0
223873,128.0
223874,16.0
223877,174.0
223878,146.0
223879,129.0
223880,28.0
223883,87.0
223884,99.0
223885,44.0
223887,35.0
223888,55.0
223889,22.0
223892,83.0
223893,60.0
223894,19.0
223895,24.0
223896,40.0
223897,53.0
223898,14.0
223899,16.0
223900,17.0
223901,116.0
223902,66.0
223903,58.0
223904,37.0
223905,32.0
223907,56.0
223908,77.0
223909,57.0
223911,16.0
223912,31.0
223913,6.0
223915,13.0
223919,30.0
223920,24.0
223921,7.0
223922,10.0
223923,65.0
223924,57.0
223925,29.0
223926,5.0
223927,28.0
223928,73.0
223929,31.0
223932,15.0
223934,36.0
223935,45.0
223937,21.0
223938,36.0
223939,28.0
223941,19.0
223943,40.0
223944,43.0
223945,25.0
223947,24.0
223948,18.0
223949,11.0
223952,49.0
223953,47.0
223954,9.0
223956,28.0
223957,43.0
223958,57.0
223959,15.0
223960,22.0
223961,22.0
223962,79.0
223963,52.0
223964,41.0
223965,22.0
223966,16.0
223967,41.0
223968,29.0
223969,21.0
223971,12.0
223972,17.0
223974,155.0
223975,109.0
223976,29.0
223977,53.0
223978,60.0
223979,98.0
223981,18.0
223982,69.0
223983,75.0
223984,69.0
223985,18.0
223986,11.0
223987,63.0
223988,38.0
223991,17.0
223992,49.0
223998,57.0
223999,46.0
224000,18.0
224001,51.0
224002,40.0
224003,92.0
224007,63.0
224008,75.0
224009,65.0
224010,59.0
224011,30.0
224014,21.0
224015,5.0
224016,34.0
224017,27.0
224018,12.0
224019,36.0
224020,63.0
224021,31.0
224025,73.0
224026,77.0
224027,56.0
224028,47.0
224029,111.0
224030,44.0
224032,31.0
224033,38.0
224036,38.0
224038,13.0
224039,26.0
224040,32.0
224041,4.0
224044,74.0
224045,41.0
224046,47.0
224047,19.0
224048,17.0
224049,35.0
224050,56.0
224051,26.0
224052,6.0
224053,10.0
224054,15.0
224056,12.0
224058,138.0
224059,83.0
224060,50.0
224063,52.0
224064,68.0
224065,97.0
224068,102.0
224069,118.0
224070,96.0
224071,16.0
224072,10.0
224074,70.0
224075,53.0
224076,20.0
224078,24.0
224079,46.0
224081,12.0
224084,15.0
224085,46.0
224086,22.0
224088,22.0
224089,38.0
224090,29.0
224094,81.0
224095,44.0
224096,45.0
224097,22.0
224098,18.0
224099,40.0
224100,39.0
224101,23.0
224104,14.0
224105,14.0
224106,13.0
224107,15.0
224108,17.0
224109,22.0
224110,23.0
224111,21.0
224115,20.0
224116,39.0
224119,12.0
224120,7.0
224123,171.0
224124,80.0
224125,47.0
224128,61.0
224129,85.0
224130,118.0
224133,23.0
224134,106.0
224135,59.0
224136,93.0
224137,21.0
224138,8.0
224139,75.0
224140,52.0
224141,26.0
224143,17.0
224144,37.0
224145,16.0
224148,66.0
224149,82.0
224150,22.0
224151,8.0
224153,21.0
224154,50.0
224155,44.0
224156,17.0
224157,21.0
224158,16.0
224159,85.0
224160,32.0
224161,39.0
224162,22.0
224163,17.0
224164,43.0
224165,47.0
224166,27.0
224167,8.0
224168,13.0
224169,13.0
224171,6.0
224172,16.0
224173,40.0
224174,34.0
224175,29.0
224178,26.0
224179,32.0
224180,11.0
224181,12.0
224183,83.0
224184,28.0
224185,37.0
224186,11.0
224187,10.0
224188,29.0
224189,52.0
224190,30.0
224192,19.0
224193,19.0
224195,5.0
224196,11.0
224197,20.0
224198,255.0
224199,217.0
224200,66.0
224201,27.0
224203,68.0
224204,110.0
224205,204.0
224209,197.0
224210,81.0
224211,155.0
224212,33.0
224213,19.0
224215,104.0
224216,74.0
224217,43.0
224218,17.0
224219,33.0
224220,65.0
224221,8.0
224222,37.0
224224,25.0
224225,104.0
224226,89.0
224228,39.0
224229,50.0
224230,74.0
224233,20.0
224234,56.0
224235,28.0
224236,43.0
224237,10.0
224238,9.0
224239,53.0
224240,31.0
224243,17.0
224244,28.0
224248,181.0
224249,96.0
224250,60.0
224251,17.0
224253,72.0
224254,97.0
224255,125.0
224257,132.0
224258,67.0
224259,111.0
224260,24.0
224261,10.0
224263,83.0
224264,60.0
224266,18.0
224267,28.0
224268,42.0
224270,27.0
224273,39.0
224277,13.0
224278,27.0
224279,38.0
224280,12.0
224281,13.0
224282,14.0
224283,60.0
224284,21.0
224285,34.0
224286,17.0
224287,10.0
224289,35.0
224290,41.0
224291,25.0
224292,14.0
224293,16.0
224294,20.0
224295,35.0
224296,28.0
224298,7.0
224299,21.0
224300,33.0
224301,9.0
224304,120.0
224305,17.0
224306,23.0
224307,13.0
224310,34.0
224311,20.0
224314,13.0
224317,39.0
224318,24.0
224320,13.0
224321,44.0
224322,50.0
224323,9.0
224326,120.0
224327,45.0
224328,79.0
224329,29.0
224330,30.0
224332,45.0
224333,61.0
224334,28.0
224335,11.0
224336,14.0
224337,18.0
224339,18.0
224340,31.0
224341,44.0
224344,11.0
224345,34.0
224346,24.0
224348,14.0
224349,43.0
224350,30.0
224351,18.0
224352,16.0
224353,26.0
224356,13.0
224361,11.0
224362,11.0
224363,22.0
224364,18.0
224365,8.0
224367,36.0
224368,16.0
224369,23.0
224372,14.0
224373,12.0
224376,5.0
224377,112.0
224378,72.0
224379,30.0
224381,35.0
224382,57.0
224383,92.0
224386,70.0
224387,39.0
224388,57.0
224389,9.0
224391,63.0
224392,27.0
224393,12.0
224394,18.0
224395,24.0
224396,48.0
224397,9.0
224399,68.0
224400,68.0
224401,22.0
224403,30.0
224404,37.0
224405,33.0
224409,38.0
224410,43.0
224411,47.0
224412,31.0
224413,38.0
224414,19.0
224415,13.0
224417,26.0
224418,31.0
224419,26.0
224422,16.0
224423,27.0
224427,76.0
224428,26.0
224429,53.0
224430,17.0
224431,15.0
224432,30.0
224433,42.0
224434,22.0
224436,9.0
224437,13.0
224440,56.0
224441,60.0
224442,22.0
224444,21.0
224445,44.0
224446,45.0
224447,15.0
224448,21.0
224449,21.0
224450,103.0
224451,27.0
224452,60.0
224453,27.0
224454,23.0
224456,53.0
224457,49.0
224458,35.0
224459,14.0
224460,12.0
224461,26.0
224462,6.0
224464,15.0
224465,16.0
224469,17.0
224470,24.0
224474,35.0
224475,22.0
224476,13.0
224479,20.0
224480,12.0
224483,12.0
224484,156.0
224485,105.0
224486,60.0
224488,39.0
224489,47.0
224490,96.0
224494,100.0
224495,69.0
224496,82.0
224497,21.0
224498,17.0
224499,67.0
224500,41.0
224501,21.0
224502,10.0
224503,15.0
224504,40.0
224506,17.0
224511,132.0
224512,97.0
224513,43.0
224516,53.0
224517,64.0
224518,113.0
224519,20.0
224522,61.0
224523,46.0
224524,67.0
224527,58.0
224528,27.0
224529,12.0
224531,18.0
224532,34.0
224533,37.0
224535,72.0
224536,64.0
224537,28.0
224539,19.0
224540,35.0
224541,55.0
224542,14.0
224543,15.0
224544,16.0
224545,100.0
224546,26.0
224547,52.0
224548,28.0
224549,28.0
224550,40.0
224551,60.0
224552,26.0
224553,11.0
224554,29.0
224555,28.0
224556,6.0
224557,10.0
224559,15.0
224560,25.0
224561,23.0
224563,8.0
224564,22.0
224565,32.0
224566,14.0
224567,13.0
224568,54.0
224569,21.0
224570,23.0
224571,25.0
224572,29.0
224573,18.0
224575,16.0
224576,14.0
224577,5.0
224585,23.0
224589,76.0
224590,44.0
224591,23.0
224593,22.0
224594,37.0
224595,65.0
224596,62.0
224597,23.0
224598,42.0
224599,14.0
224601,34.0
224602,27.0
224603,13.0
224606,25.0
224608,7.0
224609,51.0
224610,31.0
224611,7.0
224612,23.0
224613,33.0
224614,8.0
224615,74.0
224616,24.0
224617,42.0
224618,19.0
224619,16.0
224620,34.0
224621,32.0
224622,21.0
224623,11.0
224624,13.0
224625,18.0
224627,22.0
224628,39.0
224629,191.0
224630,134.0
224631,97.0
224634,52.0
224635,76.0
224636,108.0
224639,23.0
224640,125.0
224641,57.0
224642,97.0
224643,27.0
224647,66.0
224648,50.0
224649,94.0
224651,17.0
224652,41.0
224654,17.0
224655,22.0
224657,10.0
224659,9.0
224660,24.0
224662,9.0
224664,60.0
224665,26.0
224666,18.0
224667,19.0
224668,73.0
224669,31.0
224675,81.0
224676,70.0
224677,42.0
224679,42.0
224680,49.0
224681,78.0
224685,54.0
224686,29.0
224687,43.0
224689,36.0
224690,32.0
224692,13.0
224694,34.0
224695,8.0
224697,124.0
224698,81.0
224699,30.0
224700,32.0
224701,40.0
224702,87.0
224704,73.0
224705,30.0
224706,60.0
224707,31.0
224708,21.0
224709,69.0
224710,32.0
224711,19.0
224713,16.0
224714,40.0
224715,6.0
224716,18.0
224719,13.0
224723,30.0
224726,14.0
224727,43.0
224728,25.0
224730,11.0
224732,40.0
224733,20.0
224735,17.0
224736,22.0
224737,68.0
224738,42.0
224739,14.0
224740,11.0
224742,126.0
224743,37.0
224744,75.0
224745,26.0
224746,20.0
224749,48.0
224750,39.0
224751,22.0
224753,19.0
224754,21.0
224758,21.0
224760,9.0
224761,13.0
224762,37.0
224763,34.0
224765,20.0
224766,17.0
224767,41.0
224768,23.0
224769,27.0
224771,10.0
224772,33.0
224773,26.0
224774,13.0
224777,176.0
224778,116.0
224779,25.0
224782,47.0
224783,61.0
224784,109.0
224787,23.0
224788,108.0
224789,39.0
224790,91.0
224791,11.0
224792,6.0
224793,69.0
224794,38.0
224795,17.0
224797,29.0
224798,37.0
224799,6.0
224802,124.0
224803,27.0
224804,9.0
224807,8.0
224808,40.0
224809,27.0
224810,10.0
224811,10.0
224812,9.0
224813,62.0
224814,73.0
224815,34.0
224816,11.0
224817,9.0
224819,43.0
224820,26.0
224821,10.0
224822,11.0
224823,17.0
224824,66.0
224825,59.0
224826,11.0
224827,14.0
224828,25.0
224829,41.0
224830,18.0
224831,17.0
224832,24.0
224833,66.0
224834,19.0
224835,35.0
224836,15.0
224837,14.0
224838,33.0
224839,47.0
224840,28.0
224842,13.0
224843,17.0
224845,10.0
224846,32.0
224847,33.0
224849,16.0
224850,47.0
224851,32.0
224854,53.0
224855,19.0
224856,37.0
224858,23.0
224859,24.0
224863,5.0
224864,7.0
224865,11.0
224866,18.0
224867,64.0
224868,50.0
224869,17.0
224870,14.0
224871,29.0
224872,31.0
224873,9.0
224874,8.0
224875,9.0
224876,48.0
224877,14.0
224878,30.0
224880,14.0
224881,31.0
224882,23.0
224883,16.0
224886,10.0
224887,8.0
224889,15.0
224890,65.0
224891,45.0
224892,32.0
224894,21.0
224895,30.0
224896,55.0
224899,23.0
224900,38.0
224901,22.0
224902,37.0
224903,35.0
224904,12.0
224909,64.0
224910,40.0
224911,23.0
224912,43.0
224913,51.0
224916,36.0
224917,62.0
224918,39.0
224921,28.0
224922,12.0
224926,10.0
224927,69.0
224928,40.0
224929,15.0
224931,32.0
224932,38.0
224933,54.0
224934,75.0
224935,34.0
224936,57.0
224939,30.0
224940,51.0
224941,14.0
224943,19.0
224944,26.0
224945,4.0
224946,25.0
224949,15.0
224950,15.0
224951,10.0
224952,18.0
224957,43.0
224958,25.0
224960,19.0
224961,41.0
224962,22.0
224965,42.0
224966,30.0
224967,6.0
224969,17.0
224971,47.0
224972,30.0
224973,29.0
224974,16.0
224975,14.0
224976,24.0
224977,26.0
224978,14.0
224981,10.0
224983,10.0
224985,39.0
224986,37.0
224987,19.0
224988,13.0
224990,14.0
224991,24.0
224992,38.0
224993,9.0
224994,12.0
224995,78.0
224996,23.0
224997,32.0
224999,8.0
225000,28.0
225001,41.0
225002,27.0
225004,13.0
225005,15.0
225008,18.0
225013,30.0
225014,21.0
225015,13.0
225016,20.0
225017,16.0
225018,46.0
225019,37.0
225020,22.0
225021,19.0
225022,19.0
225026,7.0
225027,26.0
225028,21.0
225029,10.0
225030,7.0
225031,23.0
225032,19.0
225033,8.0
225034,12.0
225035,69.0
225036,19.0
225037,30.0
225038,14.0
225041,46.0
225042,31.0
225045,13.0
225047,57.0
225048,51.0
225051,16.0
225052,22.0
225053,33.0
225054,9.0
225055,11.0
225056,12.0
225057,61.0
225058,23.0
225059,42.0
225060,22.0
225061,17.0
225062,44.0
225063,28.0
225064,22.0
225066,7.0
225067,13.0
225068,12.0
225069,138.0
225070,111.0
225071,38.0
225073,47.0
225074,64.0
225075,98.0
225078,26.0
225079,79.0
225080,74.0
225081,61.0
225084,65.0
225085,36.0
225089,37.0
225093,36.0
225094,32.0
225095,9.0
225097,12.0
225098,27.0
225099,26.0
225102,52.0
225103,54.0
225104,35.0
225105,24.0
225106,21.0
225107,39.0
225108,25.0
225112,10.0
225114,20.0
225115,18.0
225117,13.0
225118,21.0
225119,42.0
225120,30.0
225123,88.0
225124,31.0
225125,31.0
225126,23.0
225127,62.0
225128,27.0
225131,15.0
225134,51.0
225135,42.0
225136,19.0
225138,21.0
225139,44.0
225140,49.0
225141,22.0
225142,20.0
225143,18.0
225144,67.0
225145,32.0
225146,42.0
225147,18.0
225149,37.0
225150,24.0
225151,15.0
225152,11.0
225153,18.0
225154,16.0
225156,53.0
225157,40.0
225160,21.0
225161,33.0
225162,48.0
225164,40.0
225165,21.0
225166,36.0
225169,33.0
225173,25.0
225176,95.0
225177,71.0
225178,29.0
225180,37.0
225181,45.0
225182,60.0
225186,46.0
225187,39.0
225188,50.0
225189,58.0
225190,37.0
225191,19.0
225194,27.0
225196,193.0
225197,109.0
225198,63.0
225201,45.0
225202,56.0
225203,118.0
225205,99.0
225206,119.0
225207,80.0
225208,36.0
225209,24.0
225211,73.0
225212,49.0
225213,32.0
225214,15.0
225215,19.0
225216,56.0
225217,5.0
225218,18.0
225221,222.0
225222,154.0
225223,58.0
225224,15.0
225226,74.0
225227,72.0
225228,132.0
225232,103.0
225233,52.0
225234,87.0
225235,16.0
225236,10.0
225238,78.0
225239,45.0
225240,25.0
225241,14.0
225242,29.0
225243,42.0
225245,11.0
225249,17.0
225250,17.0
225251,5.0
225252,12.0
225253,9.0
225254,29.0
225255,29.0
225258,76.0
225259,24.0
225260,25.0
225261,11.0
225262,23.0
225264,30.0
225267,13.0
225269,21.0
